L2_rate_ordinary
99.10989497084698
98.5648642719157
88.97345087108705
80.82218203617944
72.94631404584416
64.90265986176055
57.77272389173591
51.31647871537388
45.18491996532592
40.39411057740933
36.027488210988366
32.28344838214748
29.098480845934883
26.194170360125433
23.89084845235856
21.78921717728005
20.00940949930482
18.23942933322118
16.865228536569298
15.739886453883589
15.165946820827536
14.592955293207178
13.994750990220306
13.778853106405275
13.806053763794257
13.932961358909523
14.199497903558623
14.360023288549328
14.623882449349345
14.677848989335029
14.870558589844585
15.509302227690924
15.984582368194001
17.173023090703033
18.382418259150434
19.526565670678686
20.240860546478878
21.096288554562648
23.582183945936553
25.965450433825676
27.699969774646704
28.981830187037815
30.61206765377037
33.73604027214417
36.35310799494837
37.26731388155674
37.65966569658461
38.11393462854
38.51296005815187
38.833045904157885
