L3_rate_cache
-231.31888610830094
-297.74431615283896
-108.50734046908815
27.860910583098274
51.12304974977921
56.55815116246771
65.01748292713407
66.19018886140108
68.18536789775432
71.02761436468013
72.86249351156724
74.27457547781184
75.31063417782798
76.61622270944113
77.69033891779293
78.11486827187909
78.4789347836824
79.17916868113194
79.12904454228732
79.07930439182388
79.46511265029149
79.40987913835916
77.52724351339052
79.17919247618681
79.7676399614632
76.9010709675638
70.89166873497129
63.26753578263281
50.78592167912075
42.366188960960095
38.44972965964744
29.259880354332452
24.374259042812476
22.088342354613626
15.926636716801518
11.757791438129951
9.58222132330327
8.553720408006924
5.702435597945119
5.371728675237447
3.719158992572487
3.27901387020662
2.9719371788009727
2.923032421601112
2.888494536505558
3.0335831855224806
2.8095923818563664
3.104011318266191
2.768892703340528
2.9548554566686565
